'id','clazz','costrmb','description','model_code','month_year','part_number','plant','price_list_region','series_code','std_opt','currency_currency'
209565,Class 5 BT,0.0,'2-Stage Telescoping Boom',RS 45-27 CH 921,2023-08-01,BOOMEX,Maximal,Hyster AP,A921,Std,USD
209566,Class 5 BT,49044.429,Powered Pile Slope,RS 45-27 CH 921,2023-08-01,POPISL,Maximal,Hyster AP,A921,'',USD
209567,Class 5 BT,8655.8955,Powered Dampening Cylinder System to Minimize Swinging of Spreader,RS 45-27 CH 921,2023-08-01,POWERD,Maximal,Hyster AP,A921,'',USD
209568,Class 5 BT,13.2962,'Special Colour Spreader, replace Black by 1 colour',RS 45-27 CH 921,2023-08-01,SPSCB1,Maximal,Hyster AP,A921,'',USD
209569,Class 5 BT,3215.696,Spreader Guides located at end of Spreader End Beams,RS 45-27 CH 921,2023-08-01,BSPGTN,Maximal,Hyster AP,A921,'',USD
209570,Class 5 BT,9339.96,Heavy Duty Inset Spreader Guides located 506mm inwards from the center of the Spreader End Beams,RS 45-27 CH 921,2023-08-01,BSPGTW,Maximal,Hyster AP,A921,'',USD
209571,Class 5 BT,11275.9185,'4 Lifting Eyes Located under Center Beam of Spreader',RS 45-27 CH 921,2023-08-01,'4LEMS1',Maximal,Hyster AP,A921,'',USD
209572,Class 5 BT,525.0,'2 LED Work Lights mounted on the Spreader',RS 45-27 CH 921,2023-08-01,'2WLMSL',Maximal,Hyster AP,A921,'',USD
209573,Class 5 BT,0.0,LED Twistlock Indicator Lights on Spreader (Twistlock indication inside cab is part of the digital operator display).,RS 45-27 CH 921,2023-08-01,LINLED,Maximal,Hyster AP,A921,Std,USD
209574,Class 5 BT,0.0,'230cc Pump',RS 45-27 CH 921,2023-08-01,SHP230,Maximal,Hyster AP,A921,Std,USD
209575,Class 5 BT,2316.9539,'260cc Pump',RS 45-27 CH 921,2023-08-01,HHP260,Maximal,Hyster AP,A921,'',USD
209576,Class 5 BT,0.0,Joystick Hydraulic Controls,RS 45-27 CH 921,2023-08-01,HCJSEC,Maximal,Hyster AP,A921,Std,USD
209577,Class 5 BT,0.0,'High Speed Hoist when Load is less than 10,000 kg',RS 45-27 CH 921,2023-08-01,HPHL10,Maximal,Hyster AP,A921,Std,USD
209578,Class 5 BT,31720.185,Pneumatic Bias Ply Drive Tyres - Continental CraneMaster E3 / 18.00-25 40PR,RS 45-27 CH 921,2023-08-01,D18PE3,Maximal,Hyster AP,A921,'',USD
209579,Class 5 BT,42685.65,Pneumatic Bias Ply E4 Drive Tyres / 18.00-25 40PR,RS 45-27 CH 921,2023-08-01,D18PE4,Maximal,Hyster AP,A921,'',USD
209580,Class 5 BT,121245.705,Pneumatic Bias Ply Slick Drive Tyres - Bridgestone STMS / 18.00-25 40PR,RS 45-27 CH 921,2023-08-01,DT12BA,Maximal,Hyster AP,A921,'',USD
209581,Class 5 BT,174428.037,Pneumatic Radial Slick Drive Tyres - Goodyear EV-5S / 18.00-R25,RS 45-27 CH 921,2023-08-01,DT1R2G,Maximal,Hyster AP,A921,'',USD
209582,Class 5 BT,73271.142,Pneumatic Bias Ply Drive Tyres - Goodyear ELV-4B / 18.00-25 40PR,RS 45-27 CH 921,2023-08-01,D18GYS,Maximal,Hyster AP,A921,'',USD
209583,Class 5 BT,0.0,Pneumatic Bias Ply Steer Tyres - Continental CraneMaster E3 / 18.00-25 40PR,RS 45-27 CH 921,2023-08-01,S18PE3,Maximal,Hyster AP,A921,Std,USD
209584,Class 5 BT,0.0,Pneumatic Bias Ply E4 Steer Tyres / 18.00-25 40PR,RS 45-27 CH 921,2023-08-01,S18PE4,Maximal,Hyster AP,A921,Std,USD
209585,Class 5 BT,0.0,Pneumatic Radial Slick Steer Tyres - Goodyear EV-4S / 18.00-R25,RS 45-27 CH 921,2023-08-01,ST1R2G,Maximal,Hyster AP,A921,Std,USD
209586,Class 5 BT,0.0,Pneumatic Bias Ply Steer Tyres - Goodyear ELV-4B / 18.00-25 40PR,RS 45-27 CH 921,2023-08-01,S18GYS,Maximal,Hyster AP,A921,Std,USD
209587,Class 5 BT,0.0,Wheel Nut Protection Ring on Steer Axle,RS 45-27 CH 921,2023-08-01,SWLUPR,Maximal,Hyster AP,A921,Std,USD
209588,Class 5 BT,-8923.2125,Enclosed Cabin without Air Conditioning,RS 45-27 CH 921,2023-08-01,FSCWOA,Maximal,Hyster AP,A921,'',USD
209589,Class 5 BT,0.0,Enclosed Cab with Air Conditioning,RS 45-27 CH 921,2023-08-01,CAB042,Maximal,Hyster AP,A921,'',USD
209590,Class 5 BT,0.0,Powered Partial Sliding Cab up to 1.2m from the rear position (Std),RS 45-27 CH 921,2023-08-01,PPSLCA,Maximal,Hyster AP,A921,Std,USD
209591,Class 5 BT,344.1708,Reading Light,RS 45-27 CH 921,2023-08-01,AC0064,Maximal,Hyster AP,A921,'',USD
209592,Class 5 BT,1269.184,Sun Roller Screens for Rear and Top Window,RS 45-27 CH 921,2023-08-01,AC0079,Maximal,Hyster AP,A921,'',USD
209593,Class 5 BT,2075.8503,Trainer Seat,RS 45-27 CH 921,2023-08-01,AC0081,Maximal,Hyster AP,A921,'',USD
209594,Class 5 BT,817.4251,Recirculation Fan,RS 45-27 CH 921,2023-08-01,AC0069,Maximal,Hyster AP,A921,'',USD
209595,Class 5 BT,688.3638,'Radio Preparation Kit - includes 12V Pre-wiring, 2 Speakers, and Antenna',RS 45-27 CH 921,2023-08-01,AC0060,Maximal,Hyster AP,A921,'',USD
209596,Class 5 BT,0.0,I-Type Single Blade Wiper on Front Window,RS 45-27 CH 921,2023-08-01,AC0074,Maximal,Hyster AP,A921,Std,USD
209597,Class 5 BT,-326.8637,Mechanical Full Suspension Cloth Seat,RS 45-27 CH 921,2023-08-01,SMSCLO,Maximal,Hyster AP,A921,'',USD
209598,Class 5 BT,-323.5396,Mechanical Full Suspension Vinyl Seat,RS 45-27 CH 921,2023-08-01,SMSVIN,Maximal,Hyster AP,A921,'',USD
209599,Class 5 BT,0.0,Mechanical Full Suspension Cloth Seat with High Backrest,RS 45-27 CH 921,2023-08-01,SMSCHB,Maximal,Hyster AP,A921,Std,USD
209600,Class 5 BT,1598.3967,Deluxe Air Ride Full Suspension Vinyl Seat with High Backrest,RS 45-27 CH 921,2023-08-01,SDAFHV,Maximal,Hyster AP,A921,'',USD
209601,Class 5 BT,1437.7349,Deluxe Air Ride Full Suspension Cloth Seat with High Backrest,RS 45-27 CH 921,2023-08-01,SDASCL,Maximal,Hyster AP,A921,'',USD
209602,Class 5 BT,3238.787,Deluxe Air Ride Full Suspension Cloth Seat with Heated Cushion and High Backrest,RS 45-27 CH 921,2023-08-01,SDASCH,Maximal,Hyster AP,A921,'',USD
209603,Class 5 BT,0.0,Seatbelt - 2-Point High-Visibility,RS 45-27 CH 921,2023-08-01,SBHVR2,Maximal,Hyster AP,A921,Std,USD
209604,Class 5 BT,643.5669,Seatbelt - 3-Point High-Visibility,RS 45-27 CH 921,2023-08-01,SBHVR3,Maximal,Hyster AP,A921,'',USD
209605,Class 5 BT,11198.691,Automatic Greasing System for Base Truck and Outer Boom,RS 45-27 CH 921,2023-08-01,AGBTOB,Maximal,Hyster AP,A921,'',USD
209606,Class 5 BT,0.0,'2 External Mirrors mounted on Rear of Front Fenders',RS 45-27 CH 921,2023-08-01,MI2EFF,Maximal,Hyster AP,A921,Std,USD
209607,Class 5 BT,597.252,'4 HP LED Work Lights on Front Boom / 2 HP LED Work Lights on Rear Boom / 4 HP LED Drive Lights on Front Fenders / 2 LED Rearward Cluster with Stop, Tail and Reverse Lights / Directional Lights on Front Fender and Rear Cluster',RS 45-27 CH 921,2023-08-01,L42LED,Maximal,Hyster AP,A921,'',USD
209608,Class 5 BT,597.252,'4 HP LED Work Lights on Front Boom / 2 HP LED Work Lights on Rear Boom / 4 LED Drive Lights on Front Fenders / 1 LED Engine Comp Light / 2 LED Rearward Cluster with Stop, Tail and Reverse Lights / Directional Lights on Front Fender and Rear Cluster',RS 45-27 CH 921,2023-08-01,L44LED,Maximal,Hyster AP,A921,'',USD
209609,Class 5 BT,0.0,Amber Strobe Light - Ignition and Switch Activated,RS 45-27 CH 921,2023-08-01,SLISAC,Maximal,Hyster AP,A921,Std,USD
209610,Class 5 BT,0.0,Audible Alarm - Reverse Direction Activated - Self-Adjusting 82-102 dB(A),RS 45-27 CH 921,2023-08-01,ALAAUD,Maximal,Hyster AP,A921,Std,USD
209611,Class 5 BT,0.0,'24-12V DC Converter',RS 45-27 CH 921,2023-08-01,P2412A,Maximal,Hyster AP,A921,'',USD
209612,Class 5 BT,0.0,English Literature Pack,RS 45-27 CH 921,2023-08-01,LITPEN,Maximal,Hyster AP,A921,Std,USD
209613,Class 5 BT,0.0,Chinese Literature Pack and Labels,RS 45-27 CH 921,2023-08-01,LITPCH,Maximal,Hyster AP,A921,Std,USD
209614,Class 5 BT,0.0,Spreader Removal,RS 45-27 CH 921,2023-08-01,SPRDRM,Maximal,Hyster AP,A921,Std,USD
209615,Class 5 BT,1084.8107,Boom and Spreader Removed for Shipping,RS 45-27 CH 921,2023-08-01,BOSPRM,Maximal,Hyster AP,A921,'',USD
209616,Class 5 BT,8697.1225,'Counterweight, Boom and Spreader Removed for Shipping',RS 45-27 CH 921,2023-08-01,CWBSRM,Maximal,Hyster AP,A921,'',USD
209617,Class 5 BT,0.0,No Removal for Shipping,RS 45-27 CH 921,2023-08-01,NONREM,Maximal,Hyster AP,A921,Std,USD
209618,Class 5 BT,0.0,Fees & Surcharges,RS 45-27 CH 921,2023-08-01,A921,Maximal,Hyster AP,A921,Std,USD
209619,Class 5 BT,-40.9965,Keyswitch Start,RS 45-27 CH 921,2023-08-01,SSKEIA,Maximal,Hyster AP,A921,Std,USD
209620,Class 5 BT,0.0,Heavy Duty Air Intake with Precleaner,RS 45-27 CH 921,2023-08-01,AIHWPC,Maximal,Hyster AP,A921,Std,USD
209621,Class 5 BT,0.0,Lockable Battery Disconnect Switch,RS 45-27 CH 921,2023-08-01,BADISL,Maximal,Hyster AP,A921,Std,USD
209622,Class 5 BT,0.0,HysterÂ® 817 20-40ft Telescopic Spreader,RS 45-27 CH 921,2023-08-01,SPT24B,Maximal,Hyster AP,A921,Std,USD
209623,Class 5 BT,33974.6925,Automatic Greasing System for 817 Spreader and Inner Boom (Mechanical Pile Slope),RS 45-27 CH 921,2023-08-01,AGSIBM,Maximal,Hyster AP,A921,'',USD
209624,Class 5 BT,0.0,Engine Start with Interlock on Seatbelt,RS 45-27 CH 921,2023-08-01,KSSWIA,Maximal,Hyster AP,A921,Std,USD
209625,Class 5 BT,0.0,Park Brake â€“ Manual,RS 45-27 CH 921,2023-08-01,PBMANL,Maximal,Hyster AP,A921,Std,USD
209626,Class 5 BT,0.0,Hyster Tracker Wireless Monitoring with Cellular connectivity - GSM,RS 45-27 CH 921,2023-08-01,HMGSMN,Maximal,Hyster AP,A921,Std,USD
209627,Class 5 BT,0.0,Pneumatic Bias Ply Slick Steer Tyres - Bridgestone STMS / 18.00-25 40PR,RS 45-27 CH 921,2023-08-01,ST12BA,Maximal,Hyster AP,A921,Std,USD
209628,Class 5 BT,0.0,French Literature Pack,RS 45-27 CH 921,2023-08-01,LITPFR,Maximal,Hyster AP,A921,Std,USD
209629,Class 5 BT,0.0,CE Certification,RS 45-27 CH 921,2023-08-01,CECERT,Maximal,Hyster AP,A921,Std,USD
209630,Class 5 BT,1043.7191,GPS Motion charges - Bread-Crumbing â€“ (3 Years),RS 45-27 CH 921,2023-08-01,BCGMO3,Maximal,Hyster AP,A921,'',USD
209631,Class 5 BT,1416.476,GPS Motion charges - Bread-Crumbing â€“ (4 Years),RS 45-27 CH 921,2023-08-01,BCGMO4,Maximal,Hyster AP,A921,'',USD
209632,Class 5 BT,1789.2328,GPS Motion charges - Bread-Crumbing â€“ (5 Years),RS 45-27 CH 921,2023-08-01,BCGMO5,Maximal,Hyster AP,A921,'',USD
209633,Class 5 BT,2161.9897,GPS Motion charges - Bread-Crumbing â€“ (6 Years),RS 45-27 CH 921,2023-08-01,BCGMO6,Maximal,Hyster AP,A921,'',USD
209634,Class 5 BT,2509.896,GPS Motion charges - Bread-Crumbing â€“ (7 Years),RS 45-27 CH 921,2023-08-01,BCGMO7,Maximal,Hyster AP,A921,'',USD
209635,Class 5 BT,1043.7191,Fleet Management Charge,RS 45-27 CH 921,2023-08-01,FTMGCH,Maximal,Hyster AP,A921,'',USD
209636,Class 5 BT,-7.7561,Mechanical Full Suspension Vinyl Seat with High Backrest,RS 45-27 CH 921,2023-08-01,SMSVHB,Maximal,Hyster AP,A921,Std,USD
209637,Class 5 BT,0.0,Key Switch Start with Interlock (Australia),RS 45-27 CH 921,2023-08-01,AKSSWI,Maximal,Hyster AP,A921,Std,USD
209638,Class 5 BT,43430.331,Pneumatic Radial Slick Spare Drive Wheel - Goodyear EV-5S / 18.00-R25,RS 45-27 CH 921,2023-08-01,DTS1R2,Maximal,Hyster AP,A921,'',USD
209639,Class 5 BT,42131.8065,Pneumatic Radial Slick Spare Steer Wheel - Goodyear EV-4S / 18.00-R25,RS 45-27 CH 921,2023-08-01,STS1R2,Maximal,Hyster AP,A921,'',USD
209640,Class 5 BT,34133.7675,Pneumatic Bias Ply Slick Spare Wheel - Bridgestone STMS / 18.00-25 40PR,RS 45-27 CH 921,2023-08-01,DTS12S,Maximal,Hyster AP,A921,'',USD
209641,Class 5 BT,26138.007,Pneumatic Bias Ply Spare Wheel - Goodyear ELV-4B / 18.00-25 40PR,RS 45-27 CH 921,2023-08-01,DS18GY,Maximal,Hyster AP,A921,'',USD
209642,Class 5 BT,19212.8475,Pneumatic Bias Ply Spare Wheel - Continental CraneMaster E3 / 18.00-25 40PR,RS 45-27 CH 921,2023-08-01,DS18P3,Maximal,Hyster AP,A921,'',USD
209643,Class 5 BT,21040.425,Pneumatic Bias Ply Spare Wheel - Continental ContainerMaster E4 / 18.00-25 40PR,RS 45-27 CH 921,2023-08-01,DS18P4,Maximal,Hyster AP,A921,'',USD
209644,Class 5 BT,614.9469,Hyster Tracker Wireless Access HID Prox Card Reader,RS 45-27 CH 921,2023-08-01,HAHIDN,Maximal,Hyster AP,A921,'',USD
209645,Class 5 BT,1145.6849,Hyster Tracker Wireless Access iClass MiFare Prox Card Reader,RS 45-27 CH 921,2023-08-01,HAICLN,Maximal,Hyster AP,A921,'',USD
209646,Class 5 BT,703.5879,Hyster Tracker Wireless Access ISO Prox Card Reader,RS 45-27 CH 921,2023-08-01,HAISON,Maximal,Hyster AP,A921,'',USD
209647,Class 5 BT,2274.3508,Hyster Tracker Wireless Verification,RS 45-27 CH 921,2023-08-01,HTWVNP,Maximal,Hyster AP,A921,'',USD
209648,Class 5 BT,0.0,Hyster Tracker Wireless Monitoring - Wifi,RS 45-27 CH 921,2023-08-01,HMWIFN,Maximal,Hyster AP,A921,Std,USD
209649,Class 5 BT,2511.6,Full Sliding Cab 2600mm from the back,RS 45-27 CH 921,2023-08-01,FSC102,Maximal,Hyster AP,A921,'',USD
209650,Class 5 BT,10283.3115,Tyre Pressure Monitoring System,RS 45-27 CH 921,2023-08-01,TPMONS,Maximal,Hyster AP,A921,'',USD
209651,Class 5 BT,105.525,Tire Pressure Warning Labels,RS 45-27 CH 921,2023-08-01,TPWRLB,Maximal,Hyster AP,A921,'',USD
209652,Class 5 BT,597.252,'4 HP LED Work Lights on Front Boom / 2 HP LED Work Lights on Rear Boom / 4 HP LED Drive Lights on Front Fenders / 2 LED Rearward Cluster with Stop, Tail and Reverse Lights / Directional Lights on Front Fender and Rear ClusterÂ -CE',RS 45-27 CH 921,2023-08-01,L4242H,Maximal,Hyster AP,A921,'',USD
209653,Class 5 BT,597.252,'4 HP LED Work Lights on Front Boom / 2 HP LED Work Lights on Rear Boom / 4 HP LED Drive Lights on Front Fenders / 1 LED Engine Comp Light / 2 LED Rearward Cluster with Stop, Tail and Reverse Lights / Directional Lights on Front Fender and Rear Cluster -CE',RS 45-27 CH 921,2023-08-01,L42ECH,Maximal,Hyster AP,A921,'',USD
209654,Class 5 BT,795.2146,Level 1 (Cell) - 36 Months Telematic Communication and Access Fee,RS 45-27 CH 921,2023-08-01,TCL136,Maximal,Hyster AP,A921,'',USD
209655,Class 5 BT,803.3322,'36 Months Telematic Communication and Access Fee',RS 45-27 CH 921,2023-08-01,TWL136,Maximal,Hyster AP,A921,'',USD
209656,Class 5 BT,1380.7273,'36 Months Telematic Communication and Access Fee',RS 45-27 CH 921,2023-08-01,TWL236,Maximal,Hyster AP,A921,'',USD
209657,Class 5 BT,1366.7751,Level 2 (Cell) - 36 Months Telematic Communication and Access Fee,RS 45-27 CH 921,2023-08-01,TCL236,Maximal,Hyster AP,A921,'',USD
209658,Class 5 BT,2008.3306,'36 Months Telematic Communication and Access Fee',RS 45-27 CH 921,2023-08-01,TWL336,Maximal,Hyster AP,A921,'',USD
209659,Class 5 BT,1988.0365,Level 3 (Cell) - 36 Months Telematic Communication and Access Fee,RS 45-27 CH 921,2023-08-01,TCL336,Maximal,Hyster AP,A921,'',USD
209660,Class 5 BT,1004.1653,'48 Months Telematic Communication and Access Fee',RS 45-27 CH 921,2023-08-01,TWL148,Maximal,Hyster AP,A921,'',USD
209661,Class 5 BT,994.0182,Level 1 (Cell) - 48 Months Telematic Communication and Access Fee,RS 45-27 CH 921,2023-08-01,TCL148,Maximal,Hyster AP,A921,'',USD
209662,Class 5 BT,1857.7058,'48 Months Telematic Communication and Access Fee',RS 45-27 CH 921,2023-08-01,TWL248,Maximal,Hyster AP,A921,'',USD
209663,Class 5 BT,1838.9337,Level 2 (Cell) - 48 Months Telematic Communication and Access Fee,RS 45-27 CH 921,2023-08-01,TCL248,Maximal,Hyster AP,A921,'',USD
209664,Class 5 BT,2661.038,'48 Months Telematic Communication and Access Fee',RS 45-27 CH 921,2023-08-01,TWL348,Maximal,Hyster AP,A921,'',USD
209665,Class 5 BT,2634.1483,Level 3 (Cell) - 48 Months Telematic Communication and Access Fee,RS 45-27 CH 921,2023-08-01,TCL348,Maximal,Hyster AP,A921,'',USD
209666,Class 5 BT,1280.3107,'60 Months Telematic Communication and Access Fee',RS 45-27 CH 921,2023-08-01,TWL160,Maximal,Hyster AP,A921,'',USD
209667,Class 5 BT,1267.3732,Level 1 (Cell) - 60 Months Telematic Communication and Access Fee,RS 45-27 CH 921,2023-08-01,TCL160,Maximal,Hyster AP,A921,'',USD
209668,Class 5 BT,2334.6843,'60 Months Telematic Communication and Access Fee',RS 45-27 CH 921,2023-08-01,TWL260,Maximal,Hyster AP,A921,'',USD
209669,Class 5 BT,2311.0924,Level 2 (Cell) - 60 Months Telematic Communication and Access Fee,RS 45-27 CH 921,2023-08-01,TCL260,Maximal,Hyster AP,A921,'',USD
209670,Class 5 BT,3338.8496,'60 Months Telematic Communication and Access Fee',RS 45-27 CH 921,2023-08-01,TWL360,Maximal,Hyster AP,A921,'',USD
209671,Class 5 BT,3305.1106,Level 3 (Cell) - 60 Months Telematic Communication and Access Fee,RS 45-27 CH 921,2023-08-01,TCL360,Maximal,Hyster AP,A921,'',USD
209672,Class 5 BT,1531.3521,'72 Months Telematic Communication and Access Fee',RS 45-27 CH 921,2023-08-01,TWL172,Maximal,Hyster AP,A921,'',USD
209673,Class 5 BT,1515.8778,Level 1 (Cell) - 72 Months Telematic Communication and Access Fee,RS 45-27 CH 921,2023-08-01,TCL172,Maximal,Hyster AP,A921,'',USD
209674,Class 5 BT,2761.4545,'72 Months Telematic Communication and Access Fee',RS 45-27 CH 921,2023-08-01,TWL272,Maximal,Hyster AP,A921,'',USD
209675,Class 5 BT,2733.5501,Level 2 (Cell) - 72 Months Telematic Communication and Access Fee,RS 45-27 CH 921,2023-08-01,TCL272,Maximal,Hyster AP,A921,'',USD
209676,Class 5 BT,4016.6611,'72 Months Telematic Communication and Access Fee',RS 45-27 CH 921,2023-08-01,TWL372,Maximal,Hyster AP,A921,'',USD
209677,Class 5 BT,3976.0729,Level 3 (Cell) - 72 Months Telematic Communication and Access Fee,RS 45-27 CH 921,2023-08-01,TCL372,Maximal,Hyster AP,A921,'',USD
209678,Class 5 BT,1807.4975,'84 Months Telematic Communication and Access Fee',RS 45-27 CH 921,2023-08-01,TWL184,Maximal,Hyster AP,A921,'',USD
209679,Class 5 BT,1789.2328,Level 1 (Cell) - 84 Months Telematic Communication and Access Fee,RS 45-27 CH 921,2023-08-01,TCL184,Maximal,Hyster AP,A921,'',USD
209680,Class 5 BT,3238.433,'84 Months Telematic Communication and Access Fee',RS 45-27 CH 921,2023-08-01,TWL284,Maximal,Hyster AP,A921,'',USD
209681,Class 5 BT,3205.7088,Level 2 (Cell) - 84 Months Telematic Communication and Access Fee,RS 45-27 CH 921,2023-08-01,TCL284,Maximal,Hyster AP,A921,'',USD
209682,Class 5 BT,4669.3686,'84 Months Telematic Communication and Access Fee',RS 45-27 CH 921,2023-08-01,TWL384,Maximal,Hyster AP,A921,'',USD
209683,Class 5 BT,4622.1848,Level 3 (Cell) - 84 Months Telematic Communication and Access Fee,RS 45-27 CH 921,2023-08-01,TCL384,Maximal,Hyster AP,A921,'',USD
209684,Class 5 BT,31720.185,Drive Tires - 18.00 x 25-40 Pneumatic Continental E3 Bias,RS 45-27 CH 921,2023-08-01,DT18E3,Maximal,Hyster AP,A921,'',USD
209685,Class 5 BT,21040.425,Drive Tires - 18.00 x 25-40 Pneumatic Continental E4 Bias,RS 45-27 CH 921,2023-08-01,DT18E4,Maximal,Hyster AP,A921,'',USD
209686,Class 5 BT,0.0,Drive Tires - 18.00 x 25-40 Pneumatic Advance Bias,RS 45-27 CH 921,2023-08-01,DT18AD,Maximal,Hyster AP,A921,Std,USD
209687,Class 5 BT,31720.185,Steer Tires - 18.00 x 25-40 Pneumatic Continental E3 Bias,RS 45-27 CH 921,2023-08-01,ST18E3,Maximal,Hyster AP,A921,'',USD
209688,Class 5 BT,21040.425,Steer Tires - 18.00 x 25-40 Pneumatic Continental E4 Bias,RS 45-27 CH 921,2023-08-01,ST18E4,Maximal,Hyster AP,A921,'',USD
209689,Class 5 BT,0.0,Steer Tires - 18.00 x 25-40 Pneumatic Advance Bias,RS 45-27 CH 921,2023-08-01,ST18AD,Maximal,Hyster AP,A921,Std,USD
209690,Class 5 BT,19212.8475,Spare Wheel: 18.00 x 25-40 Pneumatic Continental E3 Bias,RS 45-27 CH 921,2023-08-01,SP18E3,Maximal,Hyster AP,A921,'',USD
209691,Class 5 BT,21040.425,Spare Wheel: 18.00 x 25-40 Pneumatic Continental E4 Bias,RS 45-27 CH 921,2023-08-01,SP18E4,Maximal,Hyster AP,A921,'',USD
209692,Class 5 BT,13926.15,Spare Wheel: 18.00 x 25-40 Pneumatic Advance Bias,RS 45-27 CH 921,2023-08-01,SP18AD,Maximal,Hyster AP,A921,'',USD
209693,Class 5 BT,0.0,'12 month warranty',RS 45-27 CH 921,2023-08-01,WAP12A,Maximal,Hyster AP,A921,Std,USD
209694,Class 5 BT,-5849.6865,Manual Sliding Cab (Option),RS 45-27 CH 921,2023-08-01,MSLCAB,Maximal,Hyster AP,A921,'',USD
209744,Class 5 BT,0.0,'5 Function (3 Auxiliary) Hydraulic Valve',H9XM-EC7,2023-08-01,HCV5CB,Maximal,Hyster AP,A3C0,'',USD
209695,Class 5 BT,1141678.89,'Hyster® H9XM-EC7 Empty Container Handler: 9,000 kg Nominal Capacity @ 1220mm Load Center / 4500mm Wheelbase - For up to 7-high single stacking of 8''6" containers',H9XM-EC7,2023-08-01,H9XEC7_A3C0,Maximal,Hyster AP,A3C0,BM,USD
209696,Class 5 BT,1196168.07,'Hyster® H9XM-EC8 Empty Container Handler: 9,000 kg Nominal Capacity @ 1220mm Load Center / 4500mm Wheelbase - For up to 8-high single stacking of 8''6" containers',H9XM-EC8,2023-08-01,H9XEC8_A3C0,Maximal,Hyster AP,A3C0,BM,USD
209697,Class 5 BT,0.0,Fees & Surcharges,H9XM-EC7,2023-08-01,A3C0,Maximal,Hyster AP,A3C0,STD,USD
209698,Class 5 BT,0.0,Manual Tilt Operator Compartment for Service Access,H9XM-EC7,2023-08-01,AC0044,Maximal,Hyster AP,A3C0,STD,USD
209699,Class 5 BT,1925.8026,Powered Tilt Operator Compartment for Service Access,H9XM-EC7,2023-08-01,AC0057,Maximal,Hyster AP,A3C0,OPT,USD
209700,Class 5 BT,540.9166,Reading Light,H9XM-EC7,2023-08-01,AC0064,Maximal,Hyster AP,A3C0,STD,USD
209701,Class 5 BT,0.0,Recirculation Fan,H9XM-EC7,2023-08-01,AC0069,Maximal,Hyster AP,A3C0,STD,USD
209702,Class 5 BT,0.0,I-Type Single Blade Wiper on Front Window,H9XM-EC7,2023-08-01,AC0074,Maximal,Hyster AP,A3C0,STD,USD
209703,Class 5 BT,0.0,Sun Roller Screens for Rear and Top Window,H9XM-EC7,2023-08-01,AC0079,Maximal,Hyster AP,A3C0,STD,USD
209704,Class 5 BT,1065.6029,Trainer Seat,H9XM-EC7,2023-08-01,AC0081,Maximal,Hyster AP,A3C0,OPT,USD
209705,Class 5 BT,0.0,Fuel Cap - Non-lockable,H9XM-EC7,2023-08-01,ACFCNL,Maximal,Hyster AP,A3C0,STD,USD
209706,Class 5 BT,0.0,Air Horn 112 db(A),H9XM-EC7,2023-08-01,AIRHOR,Maximal,Hyster AP,A3C0,STD,USD
209707,Class 5 BT,0.0,Audible Alarm - Reverse Direction Activated - Self-Adjusting 82-102 dB(A),H9XM-EC7,2023-08-01,ALAAUD,Maximal,Hyster AP,A3C0,STD,USD
209708,Class 5 BT,0.0,Enclosed Cabin with Air Conditioning,H9XM-EC7,2023-08-01,CAB011,Maximal,Hyster AP,A3C0,STD,USD
209709,Class 5 BT,22377.0762,Raised Cab Position,H9XM-EC7,2023-08-01,CABRAS,Maximal,Hyster AP,A3C0,OPT,USD
209710,Class 5 BT,0.0,Standard Cab Position,H9XM-EC7,2023-08-01,CABSTD,Maximal,Hyster AP,A3C0,STD,USD
209711,Class 5 BT,0.0,Conditional Travel Speed Limiter on Loaded Condition Pre-set to 20km/h,H9XM-EC7,2023-08-01,CTSL12,Maximal,Hyster AP,A3C0,STD,USD
209712,Class 5 BT,0.0,Oil-immersed Wet Disc Brakes,H9XM-EC7,2023-08-01,DAWBE3,Maximal,Hyster AP,A3C0,STD,USD
209713,Class 5 BT,0.0,Directional Control Lever - Mounted on Left Side of Steering Column,H9XM-EC7,2023-08-01,DICOLV,Maximal,Hyster AP,A3C0,STD,USD
209714,Class 5 BT,0.0,Pneumatic Bias Ply Drive Tyres / 14.00-24 24PR,H9XM-EC7,2023-08-01,DTP142,Maximal,Hyster AP,A3C0,STD,USD
209715,Class 5 BT,0.0,Cummins QSB 6.7L Tier 3/Stage III Diesel Engine: Rated Power 220hp (164kW) @ 2000 rpm - Peak Power 230hp (172kW) @ 1800 rpm,H9XM-EC7,2023-08-01,EC6223,Maximal,Hyster AP,A3C0,STD,USD
